Record_id,Attribute_name,y_act,total_vals,num_nans,%_nans,num_of_dist_val,%_dist_val,mean,std_dev,min_val,max_val,has_delimiters,has_url,has_email,has_date,mean_word_count,std_dev_word_count,mean_stopword_total,stdev_stopword_total,mean_char_count,stdev_char_count,mean_whitespace_count,stdev_whitespace_count,mean_delim_count,stdev_delim_count,is_list,is_long_sentence,sample_1,sample_2,sample_3,sample_4,sample_5
33,Area,categorical,15033,0,0.0,174,1.157453602075434,0.0,0.0,0.0,0.0,False,False,False,False,2.0,1.2649110640673518,0.4,0.48989794855663565,13.8,8.034923770640267,1.0,1.2649110640673518,1.0,1.2649110640673518,False,False,Finland,Luxembourg,Trinidad and Tobago,United Republic of Tanzania,Canada
33,Area Code,categorical,15033,0,0.0,174,1.157453602075434,124.92902281647044,72.67576989106219,1.0,276.0,False,False,False,True,1.0,0.0,0.0,0.0,2.6,0.4898979485566356,0.0,0.0,0.0,0.0,False,False,67,256,220,215,33
33,Element,categorical,15033,0,0.0,2,0.013304064391671656,0.0,0.0,0.0,0.0,False,False,False,False,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,False,False,Food,Food,Food,Food,Food
33,Element Code,categorical,15033,0,0.0,2,0.013304064391671656,5212.389676046032,147.3871796581263,5142.0,5521.0,False,False,False,True,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,False,False,5142,5142,5142,5142,5142
33,Item,categorical,15033,0,0.0,115,0.7649837025211202,0.0,0.0,0.0,0.0,True,False,False,False,2.4,1.019803902718557,0.0,0.0,16.0,6.2289646009589745,1.4,1.019803902718557,1.4,1.019803902718557,True,False,"Marine Fish, Other","Cereals, Other","Beverages, Fermented",Milk - Excluding Butter,Cream
33,Item Code,categorical,15033,0,0.0,117,0.7782877669127919,2694.9417281979645,149.06421353272503,2511.0,2961.0,False,False,False,True,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,False,False,2764,2520,2657,2948,2743
33,Y1968,context-specific,15033,2446,16.270870751014435,1067,7.097718352956829,242.65742432668625,2357.3478178145806,0.0,127512.0,False,False,False,True,1.0,0.0,0.0,0.0,3.6,0.8,0.0,0.0,0.0,0.0,False,False,4.0,,0.0,387.0,88.0
33,Y1977,context-specific,15033,2446,16.270870751014435,1159,7.709705314973725,293.52220545006753,2747.914343132471,0.0,128840.0,False,False,False,True,1.0,0.0,0.0,0.0,3.6,0.8,0.0,0.0,0.0,0.0,False,False,4.0,,0.0,454.0,82.0
33,Y1983,context-specific,15033,2446,16.270870751014435,1240,8.248519922836426,339.425995074283,3305.70077615932,0.0,182221.0,False,False,False,True,1.0,0.0,0.0,0.0,3.8,0.9797958971132712,0.0,0.0,0.0,0.0,False,False,7.0,,0.0,476.0,108.0
33,Y2003,context-specific,15033,228,1.5166633406505687,1597,10.623295416749817,501.99898682877404,5594.973784258383,0.0,354850.0,False,False,False,True,1.0,0.0,0.0,0.0,4.0,1.2649110640673518,0.0,0.0,0.0,0.0,False,False,7.0,1.0,0.0,1073.0,250.0
34,activity,categorical,469843,0,0.0,163,0.03469243981500203,0.0,0.0,0.0,0.0,False,False,False,False,1.6,0.4898979485566356,0.0,0.0,12.6,5.276362383309167,0.6,0.48989794855663565,0.6,0.48989794855663565,False,False,Farming,Food Production/Sales,Home Appliances,Fishing,General Store
34,borrower_genders,list,469843,2882,0.6133963898578887,8523,1.8140102119218549,0.0,0.0,0.0,0.0,True,False,False,False,2.2,1.16619037896906,0.0,0.0,14.8,9.173875952943773,1.2,1.1661903789690602,1.2,1.1661903789690602,True,False,"female, female",female,"female, female, female",female,male
