Record_id,Attribute_name,y_act,total_vals,num_nans,%_nans,num_of_dist_val,%_dist_val,mean,std_dev,min_val,max_val,has_delimiters,has_url,has_email,has_date,mean_word_count,std_dev_word_count,mean_stopword_total,stdev_stopword_total,mean_char_count,stdev_char_count,mean_whitespace_count,stdev_whitespace_count,mean_delim_count,stdev_delim_count,is_list,is_long_sentence,sample_1,sample_2,sample_3,sample_4,sample_5
33,Area,categorical,10738,0,0.0,174,1.6204134848202645,0.0,0.0,0.0,0.0,False,False,False,False,2.0,1.2649110640673518,0.4,0.48989794855663565,13.8,8.034923770640267,1.0,1.2649110640673518,1.0,1.2649110640673518,False,False,Finland,Luxembourg,Trinidad and Tobago,United Republic of Tanzania,Canada
33,Area Code,categorical,10738,0,0.0,174,1.6204134848202645,124.59554851927733,73.09760762802422,1.0,276.0,False,False,False,True,1.0,0.0,0.0,0.0,2.6,0.4898979485566356,0.0,0.0,0.0,0.0,False,False,67,256,220,215,33
33,Element,categorical,10738,0,0.0,2,0.018625442354255915,0.0,0.0,0.0,0.0,False,False,False,False,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,False,False,Food,Food,Food,Food,Food
33,Element Code,categorical,10738,0,0.0,2,0.018625442354255915,5213.084559508288,147.94604912992216,5142.0,5521.0,False,False,False,True,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,False,False,5142,5142,5142,5142,5142
33,Item,categorical,10738,0,0.0,115,1.070962935369715,0.0,0.0,0.0,0.0,True,False,False,False,2.4,1.019803902718557,0.0,0.0,16.0,6.2289646009589745,1.4,1.019803902718557,1.4,1.019803902718557,True,False,"Marine Fish, Other","Cereals, Other","Beverages, Fermented",Milk - Excluding Butter,Cream
33,Item Code,categorical,10738,0,0.0,117,1.089588377723971,2694.9058483888994,149.4197829656712,2511.0,2961.0,False,False,False,True,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,False,False,2764,2520,2657,2948,2743
33,Y1968,context-specific,10738,1778,16.558018252933508,878,8.176569193518347,237.18504464285715,2105.4956908943045,0.0,91621.0,False,False,False,True,1.0,0.0,0.0,0.0,3.6,0.8,0.0,0.0,0.0,0.0,False,False,4.0,,0.0,387.0,88.0
33,Y1977,context-specific,10738,1778,16.558018252933508,945,8.800521512385918,288.671875,2498.6408831342087,0.0,101221.0,False,False,False,True,1.0,0.0,0.0,0.0,3.6,0.8,0.0,0.0,0.0,0.0,False,False,4.0,,0.0,454.0,82.0
33,Y1983,context-specific,10738,1778,16.558018252933508,996,9.275470292419445,328.25524553571427,2849.6289350241746,0.0,119483.0,False,False,False,True,1.0,0.0,0.0,0.0,3.8,0.9797958971132712,0.0,0.0,0.0,0.0,False,False,7.0,,0.0,476.0,108.0
33,Y2003,context-specific,10738,165,1.536598994226113,1316,12.25554106910039,475.167785869668,5012.723158744903,0.0,354850.0,False,False,False,True,1.0,0.0,0.0,0.0,4.0,1.2649110640673518,0.0,0.0,0.0,0.0,False,False,7.0,1.0,0.0,1073.0,250.0
34,activity,categorical,335602,0,0.0,163,0.048569436415754376,0.0,0.0,0.0,0.0,False,False,False,False,1.6,0.4898979485566356,0.0,0.0,12.6,5.276362383309167,0.6,0.48989794855663565,0.6,0.48989794855663565,False,False,Farming,Food Production/Sales,Home Appliances,Fishing,General Store
34,borrower_genders,list,335602,2072,0.6173979892849268,6629,1.9752564049081949,0.0,0.0,0.0,0.0,True,False,False,False,2.2,1.16619037896906,0.0,0.0,14.8,9.173875952943773,1.2,1.1661903789690602,1.2,1.1661903789690602,True,False,"female, female",female,"female, female, female",female,male
34,country,categorical,335602,0,0.0,84,0.02502964821425379,0.0,0.0,0.0,0.0,False,False,False,False,1.2,0.4000000000000001,0.0,0.0,9.4,1.624807680927192,0.2,0.4000000000000001,0.2,0.4000000000000001,False,False,Cambodia,El Salvador,Cambodia,Philippines,Philippines
34,country_code,categorical,335602,4,0.0011918880102025613,83,0.02473167621170315,0.0,0.0,0.0,0.0,False,False,False,False,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,False,False,KH,SV,KH,PH,PH
34,currency,categorical,335602,0,0.0,67,0.019964124170892904,0.0,0.0,0.0,0.0,False,False,False,False,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,False,KHR,USD,KHR,PHP,PHP
